@relation trainingDataset

@attribute mor0 numeric
@attribute mor1 numeric
@attribute mor2 numeric
@attribute mor3 numeric
@attribute mor4 numeric
@attribute mor5 numeric
@attribute class {c0,c1,c2,c3,c4,c5,c6,c7,c8,c9}

@data
0,2,0,209.418861,2.027482,13099.455286,c0
1,0,0,133.464861,1.247392,1628.799461,c0
1,0,0,126.939861,1.290469,1732.9834,c0
1,0,0,130.082861,1.297389,1680.512659,c0
1,0,0,131.488861,1.241247,1614.934225,c0
1,0,0,125.219861,1.24423,1602.840912,c0
0,2,0,136.806861,1.444288,3560.92153,c1
0,3,1,144.026861,1.495583,5471.78575,c1
0,2,0,126.560861,1.428086,3068.573095,c1
0,2,0,145.646861,1.403479,4165.472661,c1
0,2,0,130.578861,1.233348,2197.130197,c1
0,3,1,146.556861,1.532271,5572.131455,c1
0,3,1,139.238861,1.444885,3672.318014,c1
0,2,0,130.512861,1.321653,2872.47141,c1
0,2,0,137.616861,1.328427,3366.231379,c1
0,2,0,128.536861,1.547521,3634.413998,c1
0,2,0,129.288861,1.257645,2621.69057,c1
0,3,1,133.960861,1.314075,3187.257526,c1
0,2,0,137.608861,1.351495,3213.777684,c1
0,2,0,134.126861,1.293981,2989.56261,c1
0,2,0,132.406861,1.281139,2728.172825,c1
0,3,1,143.380861,1.376832,3845.846275,c1
0,3,1,133.332861,1.483292,4427.264998,c1
0,4,4,155.074861,1.512981,4419.579881,c1
0,3,1,137.724861,1.495394,4753.669933,c1
0,2,0,127.278861,1.247775,2630.604228,c1
0,2,0,122.854861,1.437803,2607.936455,c1
0,2,0,144.149861,1.287839,2574.880441,c1
0,3,1,153.908861,1.355455,4170.923374,c1
0,2,0,141.528861,1.421352,4289.40047,c1
0,2,0,132.216861,1.293065,2762.74753,c1
0,2,0,130.139861,1.168549,1942.058817,c1
0,2,0,130.067861,1.472378,3410.535772,c1
0,2,0,146.598861,1.48455,5011.066342,c1
0,3,1,136.078861,1.475338,4657.636548,c1
0,2,0,133.208861,1.288899,2416.307941,c1
0,3,1,144.976861,1.384161,4001.242925,c1
0,3,1,139.658861,1.384271,4088.052863,c1
0,3,1,142.826861,1.444492,3980.193473,c1
0,3,1,135.615861,1.346694,3253.932959,c1
0,2,0,137.748861,1.278342,3213.045328,c1
0,3,1,136.293861,1.316427,2755.237171,c1
0,3,1,129.990861,1.23125,2034.494568,c1
0,2,0,135.300861,1.29178,2295.147814,c1
0,2,0,146.233861,1.375825,3239.991246,c1
0,3,1,135.202861,1.353539,3880.477799,c1
0,2,0,148.756861,1.675862,4918.628047,c1
0,2,0,137.682861,1.496046,4395.574149,c1
0,2,0,137.170861,1.291275,3030.359717,c1
0,2,0,132.472861,1.384071,3238.837287,c1
0,3,1,136.616861,1.404436,3771.59765,c1
0,3,1,132.604861,1.266766,3294.542949,c1
1,2,2,124.004861,1.381671,2819.710042,c1
0,3,1,143.976861,1.524258,4804.798169,c1
0,2,0,142.711861,1.341198,3359.635559,c1
0,2,0,143.628861,1.423621,3550.768024,c1
0,2,0,139.261861,1.241062,2250.276695,c1
0,2,0,132.580861,1.334876,3552.805839,c1
0,3,1,138.269861,1.344208,2626.221609,c1
0,2,0,138.626861,1.591197,4811.324296,c1
0,3,1,137.228861,1.427897,4220.563768,c1
0,3,1,127.469861,1.446466,3753.589891,c1
0,3,1,141.610861,1.358262,4615.541733,c1
0,2,0,144.472861,1.351759,3132.833589,c1
0,2,0,133.795861,1.322084,2805.48196,c1
0,2,0,125.534861,1.449347,3027.626444,c1
0,2,0,137.723861,1.281582,2761.859542,c1
0,3,0,139.394861,1.379951,3790.135953,c1
0,2,0,143.876861,1.557583,4703.269154,c1
0,3,5,150.543861,1.601697,4951.456401,c1
0,3,1,139.676861,1.547861,3766.469832,c1
0,2,0,140.990861,1.221036,2197.882162,c1
0,2,0,136.988861,1.34054,3296.954904,c1
0,2,0,141.024861,1.317326,2880.77026,c1
0,3,1,143.165861,1.386056,4104.3202,c1
0,3,1,143.828861,1.459323,5085.762724,c1
0,2,0,130.363861,1.282674,2429.448923,c1
0,2,0,133.290861,1.325249,3081.266706,c1
0,2,0,130.040861,1.292936,2827.824295,c1
0,2,0,130.092861,1.415676,3100.755545,c1
0,3,1,132.382861,1.289276,3256.693019,c1
0,2,0,129.263861,1.261157,2454.235533,c1
0,3,1,145.266861,1.460744,4527.256946,c1
0,2,0,131.290861,1.252061,2972.996929,c1
0,3,1,132.976861,1.283637,3294.15124,c1
0,3,1,134.010861,1.342451,3413.02932,c1
0,3,1,156.034861,1.526002,5673.81668,c1
0,2,0,130.347861,1.236025,2389.435743,c1
0,3,1,147.640861,1.684927,6336.329658,c1
0,2,0,133.928861,1.257261,3290.017059,c1
0,2,0,144.580861,1.346122,3621.026756,c1
0,2,0,163.220861,1.700665,6735.687044,c1
0,3,1,145.200861,1.497661,5041.668302,c1
0,2,0,131.545861,1.280362,2864.290187,c1
0,3,1,135.060861,1.303754,3247.020748,c1
0,2,0,123.342861,1.438571,2738.415961,c1
0,2,0,140.610861,1.333344,3467.170077,c1
0,2,0,131.397861,1.243176,2260.193519,c1
0,2,0,134.606861,1.316439,2984.782311,c1
0,2,0,136.144861,1.462082,3576.912855,c1
0,2,0,136.872861,1.3386,3119.817292,c1
0,2,0,137.798861,1.401772,3648.335381,c1
0,2,0,133.315861,1.264884,2606.864951,c1
0,2,0,130.818861,1.329903,2834.456024,c1
0,2,0,135.152861,1.404386,3247.438041,c1
0,3,1,148.400861,1.456604,4637.840506,c1
0,2,0,194.706861,2.077484,10844.623006,c2
0,2,0,184.724861,1.746729,9651.529756,c2
0,2,0,183.450861,1.924623,9915.45606,c2
0,2,0,171.368861,1.938348,8498.500953,c2
0,2,0,212.356861,2.405833,13238.901705,c2
0,2,0,157.886861,1.756449,6514.907249,c2
0,3,1,177.024861,1.870185,9013.051976,c2
0,2,0,223.296861,2.55883,13018.090821,c2
0,2,0,189.504861,2.145209,10719.733324,c2
0,2,0,183.070861,2.094414,11134.715721,c2
0,2,0,204.382861,2.123762,12497.722802,c2
0,2,0,166.214861,1.922235,7927.742891,c2
0,2,0,188.256861,1.998681,9546.505101,c2
0,2,0,168.836861,1.912786,8950.947076,c2
0,2,0,187.750861,2.058486,10846.700491,c2
0,2,0,200.942861,2.111057,12115.815796,c2
0,2,0,189.100861,2.095565,10524.65185,c2
0,2,0,187.014861,1.952584,10192.868764,c2
0,2,0,188.520861,1.943182,10355.376555,c2
0,2,0,182.714861,1.994255,10369.663556,c2
0,2,0,195.880861,2.039572,10007.79328,c2
0,2,0,193.068861,1.957658,10291.735735,c2
0,2,0,197.130861,1.967326,10926.199659,c2
0,2,0,204.366861,2.113582,11473.956852,c2
0,2,0,190.992861,1.985973,10628.615973,c2
0,2,0,162.403861,1.616716,6738.528577,c2
0,2,0,189.346861,2.169786,10841.254857,c2
0,2,0,202.538861,2.360232,13014.443008,c2
0,2,0,175.800861,1.841819,9071.296402,c2
0,2,0,190.885861,1.993,10160.088215,c2
0,2,0,183.384861,2.062686,10864.253642,c2
0,2,0,144.630861,1.526887,4735.332786,c2
0,2,0,164.262861,1.924068,8348.204419,c2
1,1,1,153.478861,1.588361,5167.201292,c2
0,2,0,176.272861,1.640298,8604.065581,c2
0,2,0,193.052861,2.0823,10795.736538,c2
0,2,0,200.612861,2.192889,12560.345177,c2
0,2,0,163.849861,1.784349,7033.617718,c2
0,2,0,198.568861,2.224649,11660.197663,c2
0,2,0,182.838861,1.967819,9629.454458,c2
0,2,0,190.944861,2.109499,9958.568754,c2
0,2,0,161.616861,1.770618,6720.473842,c2
0,3,1,197.592861,2.010033,11201.396538,c2
0,2,0,187.338861,1.916974,9772.330884,c2
0,2,0,185.320861,1.941558,11312.415865,c2
0,2,0,187.610861,1.99465,9487.464661,c2
0,2,0,189.098861,1.982507,10099.495776,c2
0,3,1,177.041861,1.741948,6955.245778,c2
0,3,1,176.346861,1.904893,8661.646275,c2
0,2,0,193.812861,1.886418,10154.279974,c2
0,2,0,200.058861,1.997797,11920.934127,c2
0,2,0,176.709861,1.781455,8826.387131,c2
0,2,0,200.455861,2.135772,12815.776719,c2
0,2,0,206.590861,2.084024,12109.130588,c2
0,2,0,181.392861,2.008597,9965.915743,c2
0,2,0,185.676861,1.995461,11184.708343,c2
0,2,0,192.870861,2.181557,11221.656933,c2
0,2,0,193.002861,1.836388,10251.059662,c2
0,2,0,187.776861,1.967289,10303.50152,c2
0,2,0,202.926861,2.335056,11790.590911,c2
0,2,0,205.002861,2.088129,12375.060858,c2
0,2,0,189.678861,1.988588,10490.343668,c2
0,2,0,169.020861,1.98494,10014.861858,c2
0,2,0,194.566861,2.171268,12202.529749,c2
0,2,0,203.166861,1.958895,11654.644098,c2
0,2,0,180.754861,1.908253,9236.347017,c2
0,2,0,184.782861,2.03364,9803.585155,c2
0,2,0,180.052861,1.847286,9837.072335,c2
0,2,0,199.660861,1.938728,12370.7252,c2
0,3,1,190.000861,2.034562,10087.465598,c2
0,2,0,191.530861,1.887956,10609.477747,c2
0,3,1,192.200861,2.040554,10614.393048,c2
0,2,0,188.678861,2.05935,11500.401738,c2
0,2,0,184.426861,2.032818,9667.240189,c2
0,2,0,188.098861,1.929836,10866.637576,c2
0,2,0,199.586861,2.196566,12487.673053,c2
0,2,0,182.764861,1.877596,9377.221221,c2
0,2,0,180.572861,1.990338,9018.823006,c2
0,2,0,183.806861,1.940473,10132.94264,c2
0,2,0,184.542861,1.926774,10506.459905,c2
0,2,0,201.934861,2.351188,12998.871847,c2
0,2,0,188.860861,2.091292,10516.40694,c2
0,2,0,177.470861,1.904509,8874.523511,c2
0,2,0,176.974861,1.842717,9360.566431,c2
0,2,0,169.936861,1.787797,8925.453146,c2
0,2,0,200.520861,2.031907,12182.097504,c2
0,2,0,164.496861,1.755149,9084.261466,c2
0,2,0,181.432861,1.920799,9503.117046,c2
0,2,0,205.118861,2.026851,11509.95509,c2
0,2,0,201.100861,2.003188,11771.377278,c2
0,2,0,186.048861,2.018593,11075.259967,c2
0,2,0,177.420861,1.919311,9347.623625,c2
0,2,0,193.102861,2.027287,10775.343598,c2
0,2,0,195.542861,1.960083,11127.522887,c2
0,2,0,184.964861,1.772045,9752.960413,c2
0,2,0,175.080861,1.852247,8488.775971,c2
0,2,0,180.192861,1.81541,9298.405847,c2
0,2,0,197.666861,2.178754,11745.041372,c2
0,2,0,143.852861,1.588024,4790.233746,c2
0,2,0,178.166861,2.060457,10367.975021,c2
0,3,1,209.062861,2.29042,12900.695228,c3
0,3,1,193.944861,2.200793,11751.944647,c3
0,4,2,211.362861,2.202276,15845.420424,c3
0,3,1,174.998861,1.973073,9505.015895,c3
0,4,2,192.540861,2.076777,11453.769685,c3
0,3,1,200.734861,2.173116,12567.869557,c3
0,3,1,176.380861,2.03809,9590.974495,c3
0,4,2,184.028861,1.764095,9560.24594,c3
0,4,2,197.964861,2.057072,12499.417484,c3
0,2,0,172.434861,1.950406,8179.285889,c3
0,3,1,189.496861,1.901882,10333.620816,c3
0,2,0,155.886861,1.752001,6437.857934,c3
0,3,1,203.091861,2.221656,13438.731435,c3
0,3,1,178.868861,1.848637,8202.668226,c3
0,3,1,172.378861,1.911732,8420.247278,c3
0,2,0,183.144861,2.034276,9036.091978,c3
0,4,2,175.478861,1.82714,9665.159322,c3
0,3,1,170.358861,1.975145,9086.685067,c3
0,3,1,176.454861,1.816388,9791.829075,c3
0,4,2,187.346861,2.006142,11269.239772,c3
0,2,0,157.556861,1.609052,5877.716905,c3
0,2,0,152.636861,1.757838,6438.94189,c3
0,4,2,203.142861,2.027324,13242.815125,c3
0,4,2,163.454861,1.716028,7601.00931,c3
0,2,0,165.462861,1.608568,7739.406955,c3
0,3,1,202.786861,2.069609,12568.45198,c3
0,3,1,153.248861,1.790433,6610.251123,c3
0,2,0,159.888861,1.682088,7059.039253,c3
0,3,1,203.588861,1.905927,13138.417138,c3
0,4,2,163.412861,1.723964,7456.090335,c3
0,3,1,163.081861,1.730179,6343.282297,c3
0,3,1,178.456861,1.874825,9784.332319,c3
0,4,2,158.508861,1.708454,7317.155703,c3
0,3,1,190.744861,2.042529,10965.806855,c3
0,3,1,175.726861,1.855172,8390.676164,c3
0,3,1,192.010861,2.002006,11134.455481,c3
0,3,1,174.262861,1.906291,9209.637083,c3
0,3,1,183.648861,1.989612,9150.224116,c3
0,2,0,171.566861,1.749838,9298.727567,c3
0,3,1,157.672861,1.772074,7814.674346,c3
0,3,0,143.142861,1.546225,5338.505378,c3
0,4,2,194.640861,2.130812,12182.301677,c3
0,4,2,174.452861,1.775794,8610.957772,c3
0,2,0,168.624861,1.915023,8822.056707,c3
0,3,1,182.516861,1.897838,11437.436131,c3
0,3,1,208.394861,2.143745,13418.205456,c3
0,4,2,172.220861,1.82071,8677.42931,c3
0,2,0,162.940861,1.593542,6285.724599,c3
0,3,1,183.442861,1.982998,10757.710501,c3
0,3,1,179.084861,1.799662,9240.950925,c3
0,2,0,169.120861,1.784182,7032.551853,c3
0,2,0,154.504861,1.627712,6124.557304,c3
0,2,0,172.012861,1.778974,8697.084662,c3
0,2,0,154.082861,1.794033,6626.833373,c3
0,3,1,169.746861,1.852715,8150.843615,c3
0,3,1,179.390861,1.872984,9118.29772,c3
0,4,2,170.714861,1.934063,9992.607526,c3
0,3,1,186.932861,2.084446,10726.28569,c3
0,2,0,181.804861,1.928816,9139.958631,c3
0,3,1,210.138861,2.164566,12664.493272,c3
0,3,1,161.022861,1.680057,7692.524861,c3
0,3,1,174.056861,1.857153,8846.744263,c3
0,3,1,206.094861,2.184971,13448.248867,c3
0,2,0,166.322861,1.918653,8118.65868,c3
0,2,0,172.252861,1.822329,8623.000595,c3
0,2,0,165.008861,1.861926,8109.946227,c3
0,3,1,172.550861,1.846375,9906.514028,c3
0,3,1,198.220861,2.051398,13164.427582,c3
0,3,1,189.140861,1.978852,11244.678826,c3
0,2,0,176.454861,1.78574,10076.938677,c3
0,3,1,187.288861,1.964888,10659.025006,c3
0,2,0,145.912861,1.655749,5204.765756,c3
0,4,2,203.794861,2.201386,13935.999485,c3
0,4,2,182.714861,1.969353,10743.908863,c3
0,3,1,162.693861,1.681466,6887.740974,c3
0,3,1,166.108861,1.871346,6979.793082,c3
0,3,1,165.662861,1.869305,8728.791999,c3
0,3,1,183.674861,1.950035,10405.731533,c3
0,3,1,180.052861,2.009299,9421.332398,c3
0,4,2,201.752861,2.00469,12247.228131,c3
0,4,1,177.628861,2.045658,9595.303063,c3
0,4,2,184.452861,2.084666,10399.715663,c3
0,4,2,172.468861,1.924666,10098.776836,c3
0,4,2,162.776861,1.780643,6368.285117,c3
0,4,2,177.992861,1.857116,9242.456934,c3
0,2,0,172.748861,1.77001,8960.334458,c3
0,3,1,153.678861,1.739656,6301.463176,c3
0,3,1,182.144861,1.932423,10334.978467,c3
0,3,1,194.888861,2.195575,10933.300758,c3
0,3,1,171.078861,1.89585,8202.033797,c3
0,2,0,167.605861,1.941587,8221.398903,c3
0,2,0,152.634861,1.649967,5666.238254,c3
0,4,2,187.032861,1.884321,10698.328634,c3
0,4,2,194.550861,2.142774,12453.85598,c3
0,3,1,186.188861,2.071301,10971.967731,c3
0,2,0,186.080861,2.071711,10529.158964,c3
0,4,2,175.436861,1.973289,8248.421383,c3
0,4,2,171.202861,1.965113,9201.726772,c3
0,3,1,169.888861,1.787292,8188.013445,c3
0,3,1,170.094861,1.783269,8538.213152,c3
0,3,1,155.952861,1.78859,7817.275996,c4
0,4,2,154.356861,1.745926,7682.991676,c4
0,2,0,145.937861,1.715346,5492.611957,c4
0,3,1,167.298861,1.821909,9237.2203,c4
0,3,1,153.330861,1.724643,7442.692123,c4
0,3,1,153.528861,1.766639,7098.600319,c4
0,3,1,169.712861,1.862126,9081.41122,c4
0,3,1,170.250861,1.820454,9238.215049,c4
0,4,2,139.370861,1.525749,4872.028407,c4
1,3,3,146.863861,1.549377,4952.085367,c4
0,3,1,166.156861,1.820357,8595.742624,c4
0,6,2,118.124861,1.577862,4756.590846,c4
0,3,1,163.336861,1.856474,8800.601211,c4
0,2,0,156.994861,1.713532,6757.236552,c4
0,3,1,156.778861,1.69228,7357.324082,c4
0,3,1,160.600861,1.85731,7466.42023,c4
0,2,0,152.264861,1.693906,5996.528818,c4
0,2,0,157.746861,1.719168,7312.454561,c4
0,3,1,138.096861,1.530352,5602.350191,c4
0,4,2,165.058861,1.893024,6946.706574,c4
0,4,2,161.816861,1.77281,8095.260668,c4
0,3,1,154.786861,1.77229,6892.643238,c4
0,3,1,157.176861,1.759531,7474.798022,c4
0,3,1,173.592861,1.836505,8935.831165,c4
0,2,0,157.250861,1.660118,6977.897734,c4
0,2,0,146.268861,1.594078,5163.62161,c4
0,3,1,163.684861,1.75403,7703.2111,c4
0,3,1,157.166861,1.770607,6909.184114,c4
0,2,0,152.654861,1.723905,5971.706517,c4
0,3,1,154.934861,1.688522,7329.973134,c4
0,4,2,168.126861,1.883595,9468.033592,c4
0,2,0,155.786861,1.652784,6634.185623,c4
0,2,0,149.120861,1.633717,5774.548736,c4
0,5,1,99.508861,1.549958,3579.871402,c4
0,2,0,162.568861,1.749662,7734.9652,c4
0,3,1,161.344861,1.720288,7030.037441,c4
0,3,1,171.252861,1.903663,8865.651284,c4
0,3,1,172.466861,1.737572,8243.743408,c4
0,4,2,160.162861,1.792958,8453.772177,c4
0,3,1,165.678861,1.749094,6871.440367,c4
0,2,0,144.084861,1.659349,5879.521342,c4
0,3,0,147.060861,1.407286,4731.513333,c4
0,3,1,154.702861,1.684737,7370.121208,c4
0,3,1,158.176861,1.767943,8837.690048,c4
0,3,1,152.420861,1.620515,6407.950926,c4
0,3,1,147.888861,1.602196,6286.78863,c4
0,4,2,155.960861,1.772639,7675.373955,c4
0,3,1,164.288861,1.734419,8314.07354,c4
0,3,1,162.684861,1.812647,8306.160447,c4
0,4,2,169.606861,1.986664,9267.358036,c4
0,3,1,168.894861,1.901217,9983.232343,c4
0,3,1,165.172861,1.934727,9146.979155,c4
0,2,0,157.226861,1.816765,7665.670985,c4
0,3,1,152.238861,1.67293,6403.842055,c4
0,3,1,165.892861,1.74283,8894.771329,c4
0,3,1,158.128861,1.809066,7696.023576,c4
0,3,1,152.006861,1.722116,7239.598485,c4
0,3,1,158.102861,1.782574,6902.26457,c4
0,3,1,152.950861,1.641376,5971.371266,c4
0,3,1,166.016861,1.788073,8751.433836,c4
0,2,0,155.704861,1.737588,6036.654281,c4
0,3,1,157.052861,1.711605,6720.015256,c4
0,2,0,163.222861,1.900452,7578.850897,c4
0,2,0,153.768861,1.541349,6642.731584,c4
0,2,0,145.448861,1.550802,5775.93994,c4
0,3,1,179.804861,1.878593,9914.706216,c4
0,3,1,162.370861,1.774868,8280.354469,c4
0,3,1,168.530861,1.645248,7900.774068,c4
0,3,1,167.438861,1.83302,7691.583587,c4
0,3,1,131.878861,1.484535,3621.131953,c4
0,3,1,159.880861,1.691441,7813.04669,c4
0,3,1,163.620861,1.738358,8313.907844,c4
0,3,1,151.196861,1.675523,6378.675113,c4
0,3,1,157.548861,1.683426,6946.219021,c4
0,4,2,158.094861,1.679648,7023.251119,c4
0,2,0,153.280861,1.706536,7560.467361,c4
0,2,0,161.262861,1.74967,6405.390424,c4
0,2,0,148.078861,1.622301,6558.876744,c4
0,3,1,154.150861,1.807181,7312.855404,c4
0,3,1,179.902861,1.824159,9869.987315,c4
0,3,1,174.650861,1.841235,9831.743035,c4
0,3,1,159.756861,1.707018,7929.071697,c4
0,3,1,165.172861,1.796082,8123.28509,c4
0,3,1,148.690861,1.709547,6028.281501,c4
0,3,1,150.088861,1.722761,6256.096894,c4
0,2,0,146.400861,1.58842,5818.681688,c4
0,2,0,153.528861,1.688388,5951.875847,c4
0,3,1,164.288861,1.822011,7826.249356,c4
0,4,2,154.438861,1.769764,8250.638915,c4
0,4,2,164.214861,1.824012,7819.851763,c4
0,3,1,171.789861,1.932268,8982.256415,c4
0,4,2,175.346861,1.958316,9890.350184,c4
0,3,1,176.668861,2.019512,8371.920576,c4
0,2,0,150.906861,1.735025,6092.586056,c4
0,2,0,160.724861,1.809249,6880.07859,c4
0,3,1,157.176861,1.709134,5932.052902,c4
0,3,1,146.044861,1.66535,6194.822697,c4
0,2,0,151.899861,1.711271,5926.192985,c4
0,3,1,140.312861,1.522366,5668.756007,c4
0,3,1,161.566861,1.823087,8481.510965,c4
0,3,1,164.552861,1.668515,6735.737738,c5
0,3,1,217.622861,2.084923,15740.519374,c5
0,3,1,201.734861,2.009504,13699.032164,c5
0,2,0,196.046861,1.989139,12145.220115,c5
0,3,1,216.761861,2.087538,14591.280728,c5
0,3,1,191.770861,1.882295,11819.865416,c5
0,3,1,207.970861,2.050008,13458.901259,c5
0,2,0,190.430861,1.852398,11344.820384,c5
0,3,1,224.403861,2.272451,16731.348249,c5
0,2,0,195.185861,2.015923,12302.188377,c5
0,3,1,201.082861,2.078222,13518.536656,c5
0,2,0,194.822861,1.932238,11839.829899,c5
0,3,1,189.934861,1.856424,11787.076547,c5
0,3,1,169.855861,1.952888,9872.10531,c5
0,2,0,179.488861,1.773592,10886.358367,c5
0,3,1,210.468861,2.025752,15197.649236,c5
0,2,0,197.508861,2.02104,12127.813835,c5
0,3,1,186.666861,1.915144,11283.444567,c5
0,2,0,199.998861,1.970224,11900.516244,c5
0,2,0,201.503861,2.035313,12698.626041,c5
0,3,1,209.550861,2.248772,14877.190036,c5
0,2,0,213.396861,2.177892,14333.800857,c5
0,3,1,211.047861,2.188569,15227.636589,c5
0,3,1,194.474861,2.001882,12748.978611,c5
0,3,1,189.801861,1.763316,11438.778214,c5
0,3,1,183.830861,1.85919,10150.083813,c5
0,2,0,174.220861,2.028505,9504.139244,c5
0,3,1,215.232861,2.107486,14951.708556,c5
0,3,1,183.814861,1.831001,11323.383923,c5
0,3,1,178.727861,1.936299,9894.857728,c5
0,2,0,180.225861,1.946794,11082.962327,c5
0,2,0,178.810861,2.050743,9694.059784,c5
0,3,1,212.064861,1.976588,14630.500745,c5
0,3,1,205.440861,2.000787,14158.119163,c5
0,3,1,187.784861,1.855568,12254.040031,c5
0,3,1,205.332861,2.136534,14118.850411,c5
0,2,0,186.468861,2.014231,10513.021716,c5
0,3,1,206.920861,2.388978,13600.93712,c5
0,2,0,195.020861,1.940207,12147.484135,c5
0,3,1,190.472861,1.935089,11436.202316,c5
0,2,0,184.360861,1.914413,9131.487764,c5
0,3,1,212.204861,2.182938,15406.875378,c5
0,2,0,194.508861,1.999572,11990.3379,c5
0,2,0,152.505861,1.667034,6263.505386,c5
0,2,0,177.718861,1.824547,9479.155257,c5
0,3,1,206.366861,1.994414,13477.732887,c5
0,3,1,169.829861,1.713191,9155.175602,c5
0,3,1,199.395861,1.943073,13363.326997,c5
0,3,1,195.979861,2.276043,12642.133381,c5
0,3,1,197.832861,2.009862,12181.286853,c5
